value,occurrence_count,recipe_support,recipe_prevalence,occurrences_per_supporting_recipe,examples
tsps mexican oregano,1,1,2.085e-05,1.0,tsps mexican oregano
a small seedless watermelon,1,1,2.085e-05,1.0,a small seedless watermelon
mustard seeds 1 4 tsp,1,1,2.085e-05,1.0,mustard seeds 1 4 tsp
fenugreek seeds 1 4 tsp,1,1,2.085e-05,1.0,fenugreek seeds 1 4 tsp
gm of chicken,1,1,2.085e-05,1.0,gm of chicken
white lentils 2 tsp,1,1,2.085e-05,1.0,white lentils 2 tsp
pocket bread,1,1,2.085e-05,1.0,pocket bread
tbs coriander,1,1,2.085e-05,1.0,tbs coriander
some lettuce leaves,1,1,2.085e-05,1.0,some lettuce leaves
fat clove of garlic,1,1,2.085e-05,1.0,fat clove of garlic
a pinch of ground cinnamon,1,1,2.085e-05,1.0,a pinch of ground cinnamon
toasted burger buns,1,1,2.085e-05,1.0,toasted burger buns
tsps fine sea salt,1,1,2.085e-05,1.0,tsps fine sea salt
non stick cooking spray for the pan,1,1,2.085e-05,1.0,non stick cooking spray for the pan
ground dark meat,1,1,2.085e-05,1.0,ground dark meat
bacon cut into 1 2 inch pieces,1,1,2.085e-05,1.0,bacon cut into 1 2 inch pieces
tarragon or oregano leaves,1,1,2.085e-05,1.0,tarragon or oregano leaves
dry white wine or 1 more tablespoon red wine vinegar,1,1,2.085e-05,1.0,dry white wine or 1 more tablespoon red wine vinegar
test kitchen piecrust formed into a 1 2 inch thick rectangle instead of 2 disks,1,1,2.085e-05,1.0,test kitchen piecrust formed into a 1 2 inch thick rectangle instead of 2 disks
herb toasts,1,1,2.085e-05,1.0,herb toasts
thin stalks asparagus,1,1,2.085e-05,1.0,thin stalks asparagus
organic beef broth,1,1,2.085e-05,1.0,organic beef broth
course sea salt,1,1,2.085e-05,1.0,course sea salt
unpeeled gala apples,1,1,2.085e-05,1.0,unpeeled gala apples
unpeeled granny smith apples,1,1,2.085e-05,1.0,unpeeled granny smith apples
low sodium worcestershire sauce,1,1,2.085e-05,1.0,low sodium worcestershire sauce
sized pasta,1,1,2.085e-05,1.0,sized pasta
sized chicken breasts,1,1,2.085e-05,1.0,sized chicken breasts
mission 96 fat free heart healthy soft taco tortillas,1,1,2.085e-05,1.0,mission 96 fat free heart healthy soft taco tortillas
bottled,1,1,2.085e-05,1.0,bottled
unsweetened or flaked coconut,1,1,2.085e-05,1.0,unsweetened or flaked coconut
cherries or another fruit,1,1,2.085e-05,1.0,cherries or another fruit
can pinto beans,1,1,2.085e-05,1.0,can pinto beans
sweet or white onions,1,1,2.085e-05,1.0,sweet or white onions
coconut oil or canola oil for greasing pan,1,1,2.085e-05,1.0,coconut oil or canola oil for greasing pan
juice of 1 small lime,1,1,2.085e-05,1.0,juice of 1 small lime
can great northern beans,1,1,2.085e-05,1.0,can great northern beans
tortilla rounds,1,1,2.085e-05,1.0,tortilla rounds
jar tomatillo sauce,1,1,2.085e-05,1.0,jar tomatillo sauce
dozen hard eggs,1,1,2.085e-05,1.0,dozen hard eggs
marzipan mushrooms,1,1,2.085e-05,1.0,marzipan mushrooms
chinese chilli oil,1,1,2.085e-05,1.0,chinese chilli oil
freshly boiled water,1,1,2.085e-05,1.0,freshly boiled water
spring onions or chinese chives,1,1,2.085e-05,1.0,spring onions or chinese chives
tomato and pomegranate sauce,1,1,2.085e-05,1.0,tomato and pomegranate sauce
soy free earth balance buttery spread,1,1,2.085e-05,1.0,soy free earth balance buttery spread
organic red potatoes,1,1,2.085e-05,1.0,organic red potatoes
other herbs and seasoning,1,1,2.085e-05,1.0,other herbs and seasoning
unsweet almond milk,1,1,2.085e-05,1.0,unsweet almond milk
inch lollipop sticks,1,1,2.085e-05,1.0,inch lollipop sticks
or low sodium chicken broth or milk,1,1,2.085e-05,1.0,or low sodium chicken broth or milk
to large eggplant,1,1,2.085e-05,1.0,to large eggplant
pint shucked oysters in their liquor,1,1,2.085e-05,1.0,pint shucked oysters in their liquor
cheesy breadcrumb topping,1,1,2.085e-05,1.0,cheesy breadcrumb topping
tasso,1,1,2.085e-05,1.0,tasso
lamb sausages,1,1,2.085e-05,1.0,lamb sausages
duck sausages,1,1,2.085e-05,1.0,duck sausages
jar pace chipotle chunky salsa,1,1,2.085e-05,1.0,jar pace chipotle chunky salsa
raw bacon,1,1,2.085e-05,1.0,raw bacon
knorr reduc sodium chicken flavor bouillon,1,1,2.085e-05,1.0,knorr reduc sodium chicken flavor bouillon
ranch dressing or desired sauce,1,1,2.085e-05,1.0,ranch dressing or desired sauce
lemon lime soft drink,1,1,2.085e-05,1.0,lemon lime soft drink
preserved lemon vinaigrette,1,1,2.085e-05,1.0,preserved lemon vinaigrette
pea tendrils or baby spinach,1,1,2.085e-05,1.0,pea tendrils or baby spinach
vidalia spring onions,1,1,2.085e-05,1.0,vidalia spring onions
chili without beans,1,1,2.085e-05,1.0,chili without beans
leek stalk,1,1,2.085e-05,1.0,leek stalk
hand full cilantro leaves,1,1,2.085e-05,1.0,hand full cilantro leaves
red heirloom tomato,1,1,2.085e-05,1.0,red heirloom tomato
ripe but firm avocado,1,1,2.085e-05,1.0,ripe but firm avocado
yellow heirloom tomato,1,1,2.085e-05,1.0,yellow heirloom tomato
ripe tomatoes cut into wedges,1,1,2.085e-05,1.0,ripe tomatoes cut into wedges
inch whole wheat bread cubes,1,1,2.085e-05,1.0,inch whole wheat bread cubes
black chicken,1,1,2.085e-05,1.0,black chicken
tbs cilantro stems,1,1,2.085e-05,1.0,tbs cilantro stems
tbs palm sugar,1,1,2.085e-05,1.0,tbs palm sugar
tbs unsweetened flaked coconut,1,1,2.085e-05,1.0,tbs unsweetened flaked coconut
red fresno chilies,1,1,2.085e-05,1.0,red fresno chilies
tbs and galangal,1,1,2.085e-05,1.0,tbs and galangal
bottle buffalo style hot sauce,1,1,2.085e-05,1.0,bottle buffalo style hot sauce
garnishes thinly celery,1,1,2.085e-05,1.0,garnishes thinly celery
rolls or buns,1,1,2.085e-05,1.0,rolls or buns
inch prebaked pizza crust,1,1,2.085e-05,1.0,inch prebaked pizza crust
toasted coconut flakes,1,1,2.085e-05,1.0,toasted coconut flakes
unsweetened pineapple,1,1,2.085e-05,1.0,unsweetened pineapple
red or new potatoes,1,1,2.085e-05,1.0,red or new potatoes
c olives,1,1,2.085e-05,1.0,c olives
chicken bones and wings,1,1,2.085e-05,1.0,chicken bones and wings
bruce and eric bromberg s chicken stock,1,1,2.085e-05,1.0,bruce and eric bromberg s chicken stock
whole sweet onion,1,1,2.085e-05,1.0,whole sweet onion
red beans and,1,1,2.085e-05,1.0,red beans and
leeks and carrots,1,1,2.085e-05,1.0,leeks and carrots
tomatoes fire roasted,1,1,2.085e-05,1.0,tomatoes fire roasted
flat cut beef brisket fat,1,1,2.085e-05,1.0,flat cut beef brisket fat
beluga or sevruga caviar,1,1,2.085e-05,1.0,beluga or sevruga caviar
red split lentils,1,1,2.085e-05,1.0,red split lentils
red chilli pepper,1,1,2.085e-05,1.0,red chilli pepper
heaping 1 4 cup cilantro,1,1,2.085e-05,1.0,heaping 1 4 cup cilantro
plus 1 teaspoon freshly squeezed lemon juice,1,1,2.085e-05,1.0,plus 1 teaspoon freshly squeezed lemon juice
bombay sapphire gin or other premium gin,1,1,2.085e-05,1.0,bombay sapphire gin or other premium gin
ml bottle champagne,1,1,2.085e-05,1.0,ml bottle champagne
garlic 2,1,1,2.085e-05,1.0,garlic 2
box crisp fried tostadas,1,1,2.085e-05,1.0,box crisp fried tostadas
thyme or 1 2 tsp thyme,1,1,2.085e-05,1.0,thyme or 1 2 tsp thyme
quahogs,1,1,2.085e-05,1.0,quahogs
reserved liquid from cooking the clams,1,1,2.085e-05,1.0,reserved liquid from cooking the clams
salt pork or 2 slices of bacon,1,1,2.085e-05,1.0,salt pork or 2 slices of bacon
dry roasted sunflower seed kernels,1,1,2.085e-05,1.0,dry roasted sunflower seed kernels
sweet butter lettuce mix,1,1,2.085e-05,1.0,sweet butter lettuce mix
garlic pressed or,1,1,2.085e-05,1.0,garlic pressed or
semolina flour or polenta,1,1,2.085e-05,1.0,semolina flour or polenta
roasted chickens,1,1,2.085e-05,1.0,roasted chickens
amaretto or apple juice,1,1,2.085e-05,1.0,amaretto or apple juice
caramel ice cream,1,1,2.085e-05,1.0,caramel ice cream
commercial coleslaw,1,1,2.085e-05,1.0,commercial coleslaw
freshly ground allspice,1,1,2.085e-05,1.0,freshly ground allspice
bergamot,1,1,2.085e-05,1.0,bergamot
spelt flakes,1,1,2.085e-05,1.0,spelt flakes
nonstick olive oil cooking spray,1,1,2.085e-05,1.0,nonstick olive oil cooking spray
threads saffron,1,1,2.085e-05,1.0,threads saffron
rose water or kewra essence,1,1,2.085e-05,1.0,rose water or kewra essence
red orange food color,1,1,2.085e-05,1.0,red orange food color
pods black cardamom,1,1,2.085e-05,1.0,pods black cardamom
very ripe plantains,1,1,2.085e-05,1.0,very ripe plantains
anejo,1,1,2.085e-05,1.0,anejo
water 1 tablespoon corn starch,1,1,2.085e-05,1.0,water 1 tablespoon corn starch
yee mein or e fu noodles,1,1,2.085e-05,1.0,yee mein or e fu noodles
extra cooking oil for frying,1,1,2.085e-05,1.0,extra cooking oil for frying
loaf white bread,1,1,2.085e-05,1.0,loaf white bread
turkey broth or chicken stock,1,1,2.085e-05,1.0,turkey broth or chicken stock
beef tri tip roast,1,1,2.085e-05,1.0,beef tri tip roast
firmly golden brown sugar,1,1,2.085e-05,1.0,firmly golden brown sugar
arborio rice or medium grain white rice such as pearl,1,1,2.085e-05,1.0,arborio rice or medium grain white rice such as pearl
thin ham,1,1,2.085e-05,1.0,thin ham
quarts fat skimmed chicken broth or water,1,1,2.085e-05,1.0,quarts fat skimmed chicken broth or water
zest of an entire orange,1,1,2.085e-05,1.0,zest of an entire orange
a generous 12 cup of whole,1,1,2.085e-05,1.0,a generous 12 cup of whole
smoked tofu,1,1,2.085e-05,1.0,smoked tofu
shaoxing yellow wine,1,1,2.085e-05,1.0,shaoxing yellow wine
baby corn pieces,1,1,2.085e-05,1.0,baby corn pieces
bag stir fried broccoli,1,1,2.085e-05,1.0,bag stir fried broccoli
warm tortillas or tortilla chips,1,1,2.085e-05,1.0,warm tortillas or tortilla chips
bone in chicken drumsticks,1,1,2.085e-05,1.0,bone in chicken drumsticks
mexican chiles,1,1,2.085e-05,1.0,mexican chiles
chicken broth or pork stock,1,1,2.085e-05,1.0,chicken broth or pork stock
envelopes italian salad dressing mix,1,1,2.085e-05,1.0,envelopes italian salad dressing mix
broiler fryer chickens,1,1,2.085e-05,1.0,broiler fryer chickens
envelopes individual serving cream of chicken soup mix,1,1,2.085e-05,1.0,envelopes individual serving cream of chicken soup mix
jar water artichoke hearts,1,1,2.085e-05,1.0,jar water artichoke hearts
butterhead lettuce leaves,1,1,2.085e-05,1.0,butterhead lettuce leaves
garnish 1 1 2 teaspoons dill,1,1,2.085e-05,1.0,garnish 1 1 2 teaspoons dill
low sodium cannellini beans,1,1,2.085e-05,1.0,low sodium cannellini beans
sweet white miso paste,1,1,2.085e-05,1.0,sweet white miso paste
soppressata or other hard sausage,1,1,2.085e-05,1.0,soppressata or other hard sausage
simply potatoes southwest style hash browns,1,1,2.085e-05,1.0,simply potatoes southwest style hash browns
envelope hollandaise sauce mix,1,1,2.085e-05,1.0,envelope hollandaise sauce mix
barbecue sauce with chicken,1,1,2.085e-05,1.0,barbecue sauce with chicken
marinara or pizza sauce with your favorite toppings,1,1,2.085e-05,1.0,marinara or pizza sauce with your favorite toppings
pesto with thin tomato and mozzarella,1,1,2.085e-05,1.0,pesto with thin tomato and mozzarella
alfredo with sausage,1,1,2.085e-05,1.0,alfredo with sausage
thinly slicked small red onion,1,1,2.085e-05,1.0,thinly slicked small red onion
sodium reduced chicken broth,1,1,2.085e-05,1.0,sodium reduced chicken broth
party size potato rolls,1,1,2.085e-05,1.0,party size potato rolls
olive oil plus 2 tablespoons,1,1,2.085e-05,1.0,olive oil plus 2 tablespoons
baked blue corn chips,1,1,2.085e-05,1.0,baked blue corn chips
green olives italian style,1,1,2.085e-05,1.0,green olives italian style
pound eggplants,1,1,2.085e-05,1.0,pound eggplants
peach chutney,1,1,2.085e-05,1.0,peach chutney
plain couscous,1,1,2.085e-05,1.0,plain couscous
very large green,1,1,2.085e-05,1.0,very large green
gorton s classic grilled salmon fillets,1,1,2.085e-05,1.0,gorton s classic grilled salmon fillets
white or shoepeg corn,1,1,2.085e-05,1.0,white or shoepeg corn
from a can of chipotle in adobo sauce,1,1,2.085e-05,1.0,from a can of chipotle in adobo sauce
chipotle chile pepper,1,1,2.085e-05,1.0,chipotle chile pepper
jar turkey brine,1,1,2.085e-05,1.0,jar turkey brine
curry powder salt and pepper for sprinkling over squash,1,1,2.085e-05,1.0,curry powder salt and pepper for sprinkling over squash
loose leaf tea,1,1,2.085e-05,1.0,loose leaf tea
rabbit or chicken,1,1,2.085e-05,1.0,rabbit or chicken
or more onion,1,1,2.085e-05,1.0,or more onion
each red,1,1,2.085e-05,1.0,each red
inches zucchini,1,1,2.085e-05,1.0,inches zucchini
lavender stems,1,1,2.085e-05,1.0,lavender stems
knob of lobster butter,1,1,2.085e-05,1.0,knob of lobster butter
lobster stock,1,1,2.085e-05,1.0,lobster stock
italian prosecco,1,1,2.085e-05,1.0,italian prosecco
cherry or grape tomatoes or 1 can of tomatoes,1,1,2.085e-05,1.0,cherry or grape tomatoes or 1 can of tomatoes
toasted whole almonds,1,1,2.085e-05,1.0,toasted whole almonds
pints premium coffee ice cream,1,1,2.085e-05,1.0,pints premium coffee ice cream
about 28 chocolate graham cracker squares or 60 chocolate wafer cookies,1,1,2.085e-05,1.0,about 28 chocolate graham cracker squares or 60 chocolate wafer cookies
garnishes dill,1,1,2.085e-05,1.0,garnishes dill
whole oregano leaves plus 3 tablespoons,1,1,2.085e-05,1.0,whole oregano leaves plus 3 tablespoons
wild salmon fillet with skin,1,1,2.085e-05,1.0,wild salmon fillet with skin
pureed canned tomatoes,1,1,2.085e-05,1.0,pureed canned tomatoes
or pasta of your choice,1,1,2.085e-05,1.0,or pasta of your choice
7oz yellow lentils,1,1,2.085e-05,1.0,7oz yellow lentils
7oz black gram lentils,1,1,2.085e-05,1.0,7oz black gram lentils
16fl oz sunflower oil,1,1,2.085e-05,1.0,16fl oz sunflower oil
risotto type short grain rice,1,1,2.085e-05,1.0,risotto type short grain rice
monkfish or hake fillet,1,1,2.085e-05,1.0,monkfish or hake fillet
olive oil 2 teaspoons,1,1,2.085e-05,1.0,olive oil 2 teaspoons
basic pot of peas,1,1,2.085e-05,1.0,basic pot of peas
taco bell home originals thick n chunky salsa,1,1,2.085e-05,1.0,taco bell home originals thick n chunky salsa
rib eye or shell steaks,1,1,2.085e-05,1.0,rib eye or shell steaks
quart hot vegetable stock,1,1,2.085e-05,1.0,quart hot vegetable stock
whole urad dal,1,1,2.085e-05,1.0,whole urad dal
few roasted whole cashews,1,1,2.085e-05,1.0,few roasted whole cashews
juice from 1 small lime,1,1,2.085e-05,1.0,juice from 1 small lime
spirited cranberry apricot sauce,1,1,2.085e-05,1.0,spirited cranberry apricot sauce
mexican style hot tomato sauce,1,1,2.085e-05,1.0,mexican style hot tomato sauce
flour tortillas or corn tortillas,1,1,2.085e-05,1.0,flour tortillas or corn tortillas
branches coriander,1,1,2.085e-05,1.0,branches coriander
very thinly granny smith apple,1,1,2.085e-05,1.0,very thinly granny smith apple
pie crust sheet,1,1,2.085e-05,1.0,pie crust sheet
parsley or thyme,1,1,2.085e-05,1.0,parsley or thyme
rao s marinara sauce,1,1,2.085e-05,1.0,rao s marinara sauce
06 ounce peppermint patties,1,1,2.085e-05,1.0,06 ounce peppermint patties
tangy barbecue sauce,1,1,2.085e-05,1.0,tangy barbecue sauce
slabs pork spareribs,1,1,2.085e-05,1.0,slabs pork spareribs
whole kettle corn,1,1,2.085e-05,1.0,whole kettle corn
turkey beef,1,1,2.085e-05,1.0,turkey beef
jar medium salsa,1,1,2.085e-05,1.0,jar medium salsa
red fermented bean curd,1,1,2.085e-05,1.0,red fermented bean curd
serve over basmati rice,1,1,2.085e-05,1.0,serve over basmati rice
branch basil,1,1,2.085e-05,1.0,branch basil
smoked mozzarella with artichoke and garlic chicken sausages,1,1,2.085e-05,1.0,smoked mozzarella with artichoke and garlic chicken sausages
freshly ground lack pepper,1,1,2.085e-05,1.0,freshly ground lack pepper
pearled or semi pearled farro,1,1,2.085e-05,1.0,pearled or semi pearled farro
cupcountry crock calcium plus vitamin d,1,1,2.085e-05,1.0,cupcountry crock calcium plus vitamin d
all purpose potatoes or sweet potatoes or yams,1,1,2.085e-05,1.0,all purpose potatoes or sweet potatoes or yams
mexican style crema per tortilla,1,1,2.085e-05,1.0,mexican style crema per tortilla
picked roast turkey meat per tortilla,1,1,2.085e-05,1.0,picked roast turkey meat per tortilla
or mole poblano per tortilla,1,1,2.085e-05,1.0,or mole poblano per tortilla
sprouted almonds,1,1,2.085e-05,1.0,sprouted almonds
mushroom bouillon,1,1,2.085e-05,1.0,mushroom bouillon
table sugar,1,1,2.085e-05,1.0,table sugar
clam juice or broth,1,1,2.085e-05,1.0,clam juice or broth
blackberry preserves,1,1,2.085e-05,1.0,blackberry preserves
mole negro,1,1,2.085e-05,1.0,mole negro
turkey drumsticks or 1 thigh and drumstick,1,1,2.085e-05,1.0,turkey drumsticks or 1 thigh and drumstick
banana leaves for wrapping,1,1,2.085e-05,1.0,banana leaves for wrapping
coarse ground masa,1,1,2.085e-05,1.0,coarse ground masa
pitted oil black olives,1,1,2.085e-05,1.0,pitted oil black olives
each red and green bell pepper,1,1,2.085e-05,1.0,each red and green bell pepper
or as per taste mexican seasoning,1,1,2.085e-05,1.0,or as per taste mexican seasoning
lime juice as per taste,1,1,2.085e-05,1.0,lime juice as per taste
vegetable mix,1,1,2.085e-05,1.0,vegetable mix
gr bologna,1,1,2.085e-05,1.0,gr bologna
grilled or roasted hatch chiles,1,1,2.085e-05,1.0,grilled or roasted hatch chiles
garnish tomatoes,1,1,2.085e-05,1.0,garnish tomatoes
hot turkey italian sausage links,1,1,2.085e-05,1.0,hot turkey italian sausage links
pureed sweet potatoes,1,1,2.085e-05,1.0,pureed sweet potatoes
lasagna noodles or packaged precooked lasagna noodles,1,1,2.085e-05,1.0,lasagna noodles or packaged precooked lasagna noodles
basic italian tomato sauce,1,1,2.085e-05,1.0,basic italian tomato sauce
parmesan and basil for topping,1,1,2.085e-05,1.0,parmesan and basil for topping
smoked haddock,1,1,2.085e-05,1.0,smoked haddock
soybeans,1,1,2.085e-05,1.0,soybeans
sugar 1 4 tsp,1,1,2.085e-05,1.0,sugar 1 4 tsp
cumin powder 1 and 1 2 tsp,1,1,2.085e-05,1.0,cumin powder 1 and 1 2 tsp
cardamom 2,1,1,2.085e-05,1.0,cardamom 2
green chili according,1,1,2.085e-05,1.0,green chili according
coriander powder 1 and 1 2 tsp,1,1,2.085e-05,1.0,coriander powder 1 and 1 2 tsp
chicken 4 lb,1,1,2.085e-05,1.0,chicken 4 lb
garam masala powder 1 2 tsp,1,1,2.085e-05,1.0,garam masala powder 1 2 tsp
2,1,1,2.085e-05,1.0,2
lime juice 2 tbsp,1,1,2.085e-05,1.0,lime juice 2 tbsp
ginger 2 tbsp,1,1,2.085e-05,1.0,ginger 2 tbsp
kaffir lime leaves 4 2,1,1,2.085e-05,1.0,kaffir lime leaves 4 2
canned cream style corn,1,1,2.085e-05,1.0,canned cream style corn
and mild green chiles,1,1,2.085e-05,1.0,and mild green chiles
smashed garlic,1,1,2.085e-05,1.0,smashed garlic
high fiber or low carb rigatoni pasta,1,1,2.085e-05,1.0,high fiber or low carb rigatoni pasta
extrafirm tofu,1,1,2.085e-05,1.0,extrafirm tofu
wide rice stick noodles,1,1,2.085e-05,1.0,wide rice stick noodles
toasted sweetened coconut,1,1,2.085e-05,1.0,toasted sweetened coconut
untoasted sweetened coconut,1,1,2.085e-05,1.0,untoasted sweetened coconut
mixed baby greens such as kale,1,1,2.085e-05,1.0,mixed baby greens such as kale
whipped honey,1,1,2.085e-05,1.0,whipped honey
about 3 cups of your favorite tomato sauce,1,1,2.085e-05,1.0,about 3 cups of your favorite tomato sauce
french rolls or 3 italian breads,1,1,2.085e-05,1.0,french rolls or 3 italian breads
cored firm bartlett pears,1,1,2.085e-05,1.0,cored firm bartlett pears
golden california raisins,1,1,2.085e-05,1.0,golden california raisins
